GTD ID,DATE,COUNTRY,CITY,PERPETRATOR GROUP,FATALITIES,INJURED,TARGET TYPE,REGION,ATTACK TYPE,WEAPON TYPE
2.02012E+11,17-12-20,India,Jadraguda,Maoists,1,0,Business,South Asia,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack","Incendiary,Melee,Melee"
2.02012E+11,17-12-20,India,Kadalbal,Unknown,0,0,"Police,Police",South Asia,Armed Assault,"Explosives,Firearms"
2.02012E+11,17-12-20,India,Bijbehara,Unknown,0,1,Police,South Asia,Bombing/Explosion,Explosives
2.02012E+11,16-12-20,India,Daraj,Unknown,0,1,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02012E+11,14-12-20,India,Nongmeibung Seram Leikai,Kangleipak Communist Party (KCP) (suspected),0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02012E+11,14-12-20,India,Srinagar,Unknown,1,0,Private Citizens & Property,South Asia,Assassination,Firearms
2.02012E+11,13-12-20,India,Kishtaram,Maoists,1,0,Military,South Asia,Bombing/Explosion,Explosives
2.02012E+11,12-12-20,India,Narayanpur district,Maoists,0,1,Police,South Asia,Bombing/Explosion,Explosives
2.02012E+11,12-12-20,India,Lumshnong,Hynniewtrep National Liberation Council (HNLC),0,1,Business,South Asia,Bombing/Explosion,Explosives
2.02012E+11,12-12-20,India,Sopore,Lashkar-e-Taiba (LeT),0,3,"Police,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives
2.02012E+11,11-12-20,India,Samri,Maoists,Unknown,Unknown,Business,South Asia,Hostage Taking (Kidnapping),"Melee,Unknown"
2.02012E+11,11-12-20,India,Srinagar,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02012E+11,11-12-20,India,Wasoora,Unknown,0,1,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02012E+11,10-12-20,India,Nihama,Unknown,0,0,"Police,Police",South Asia,Bombing/Explosion,Explosives
2.02012E+11,09-12-20,India,Singhpora,Unknown,0,6,"Military,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives
2.02012E+11,07-12-20,India,Malda Kumar Para,National Liberation Front of Tripura (NLFT),0,0,Business,South Asia,Hostage Taking (Kidnapping),Firearms
2.02012E+11,07-12-20,India,Dogrian,Lashkar-e-Taiba (LeT),0,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Firearms
2.02012E+11,06-12-20,India,Gulgam,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02012E+11,06-12-20,India,Latehar,Communist Party of India - Maoist (CPI-Maoist),0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02012E+11,06-12-20,India,Sazgaripora,Unknown,0,2,"Police,Police,Private Citizens & Property",South Asia,Armed Assault,Firearms
2.02012E+11,04-12-20,India,Sagam,Unknown,0,1,Private Citizens & Property,South Asia,Assassination,Firearms
2.02012E+11,03-12-20,India,Khongjom,Unknown,0,0,"Government (General),Business",South Asia,Bombing/Explosion,Explosives
2.02012E+11,02-12-20,India,Kamkanar,Maoists,2,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Melee
2.02012E+11,01-12-20,India,Handwara,Maoists,1,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Unknown
2.02012E+11,01-12-20,India,Soura,Unknown,1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02012E+11,01-12-20,India,Sopore,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02012E+11,01-12-20,India,Rajpenta,Maoists,0,2,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives
2.02011E+11,30-11-20,India,Gangaloor,Maoists,1,0,Private Citizens & Property,South Asia,Unknown,Unknown
2.02011E+11,28-11-20,India,Latehar,Maoists,0,0,Business,South Asia,Hostage Taking (Kidnapping),Unknown
2.02011E+11,28-11-20,India,Joychandra Para,National Liberation Front of Tripura (NLFT) (suspected),Unknown,Unknown,Private Citizens & Property,South Asia,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack",Firearms
2.02011E+11,28-11-20,India,Bastar,Maoists,1,8,Military,South Asia,Bombing/Explosion,Explosives
2.02011E+11,26-11-20,India,Sutnga,Hynniewtrep National Liberation Council (HNLC),0,0,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives
2.02011E+11,26-11-20,India,Srinagar,"Jaish-e-Mohammad (JeM),Lashkar-e-Taiba (LeT)",2,0,Military,South Asia,Armed Assault,Firearms
2.02011E+11,21-11-20,India,Toko Dharampur,Communist Party of India - Maoist (CPI-Maoist),0,Unknown,Business,South Asia,"Hostage Taking (Barricade Incident),Facility/Infrastructure Attack","Firearms,Incendiary,Melee"
2.02011E+11,21-11-20,India,Chhath Ghat,Communist Party of India - Maoist (CPI-Maoist),1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02011E+11,20-11-20,India,Bijapur,Maoists,0,1,Unknown,South Asia,Bombing/Explosion,"Explosives,Explosives"
2.02011E+11,20-11-20,India,Shurat,Unknown,0,0,Religious Figures/Institutions,South Asia,Bombing/Explosion,Explosives
2.02011E+11,18-11-20,India,Kamarguda,Maoists,0,1,Police,South Asia,Bombing/Explosion,"Explosives,Explosives"
2.02011E+11,18-11-20,India,Kakapora,Unknown,0,12,"Police,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives
2.02011E+11,17-11-20,India,Peshrar,Communist Party of India - Maoist (CPI-Maoist),1,0,"Business,Private Citizens & Property",South Asia,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack","Firearms,Incendiary"
2.02011E+11,16-11-20,India,Imphal,Unknown,0,2,Business,South Asia,Bombing/Explosion,Explosives
2.02011E+11,16-11-20,India,Shopian,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02011E+11,16-11-20,India,Kulgam,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02011E+11,15-11-20,India,Lohardaga,Communist Party of India - Maoist (CPI-Maoist),1,0,Private Citizens & Property,South Asia,"Hostage Taking (Kidnapping),Bombing/Explosion","Explosives,Firearms"
2.02011E+11,15-11-20,India,Bodhi Bigha,Communist Party of India - Maoist (CPI-Maoist),0,0,Private Citizens & Property,South Asia,Bombing/Explosion,"Explosives,Firearms"
2.02011E+11,13-11-20,India,Kakkuni,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02011E+11,12-11-20,India,Srinagar,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02011E+11,12-11-20,India,Pulwama,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02011E+11,07-11-20,India,Phainuam Buarchep,Unknown,0,0,Educational Institution,South Asia,Bombing/Explosion,Explosives
2.02011E+11,07-11-20,India,Anantnag,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02011E+11,07-11-20,India,Laimaton,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),0,2,Private Citizens & Property,South Asia,"Armed Assault,Facility/Infrastructure Attack","Firearms,Firearms"
2.02011E+11,06-11-20,India,Malkhedi,Maoists,1,2,Unknown,South Asia,"Armed Assault,Facility/Infrastructure Attack",Firearms
2.02011E+11,05-11-20,India,Shopian,Al-Badr,0,0,Business,South Asia,Facility/Infrastructure Attack,Firearms
2.02011E+11,05-11-20,India,Kakapora,Unknown,0,1,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02011E+11,05-11-20,India,Tral,Unknown,1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02011E+11,04-11-20,India,Hazaribagh,Communist Party of India - Maoist (CPI-Maoist),0,0,Business,South Asia,Facility/Infrastructure Attack,Incendiary
2.02011E+11,04-11-20,India,Bhadradri Kothagudem district,Communist Party of India - Maoist (CPI-Maoist),0,0,Police,South Asia,Bombing/Explosion,Explosives
2.0201E+11,31-10-20,India,Khalour,Unknown,1,0,Government (General),South Asia,Armed Assault,Firearms
2.0201E+11,30-10-20,India,Bastar,Maoists,0,1,Police,South Asia,Bombing/Explosion,Explosives
2.0201E+11,30-10-20,India,West Singhbhum district,Communist Party of India - Maoist (CPI-Maoist),0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.0201E+11,30-10-20,India,Chadoora,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.0201E+11,30-10-20,India,Serengdag,Communist Party of India - Maoist (CPI-Maoist),0,2,Police,South Asia,"Bombing/Explosion,Armed Assault","Explosives,Explosives,Firearms"
2.0201E+11,29-10-20,India,Yar Khushi Pora,"The Resistance Front (TRF),Lashkar-e-Taiba (LeT)",3,0,Violent Political Party,South Asia,Armed Assault,Firearms
2.0201E+11,28-10-20,India,Balakote,Unknown,0,2,Military,South Asia,Bombing/Explosion,Explosives
2.0201E+11,28-10-20,India,Dhibra,Maoists,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.0201E+11,27-10-20,India,Imamganj,Maoists,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.0201E+11,22-10-20,India,Saihapui V,Unknown,0,0,Educational Institution,South Asia,Bombing/Explosion,Explosives
2.0201E+11,22-10-20,India,Kalai,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.0201E+11,21-10-20,India,Sanliam,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),1,1,Military,South Asia,Armed Assault,Firearms
2.0201E+11,21-10-20,India,Anantnag,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.0201E+11,20-10-20,India,Gora Setu,Communist Party of India - Maoist (CPI-Maoist),0,0,Military,South Asia,Bombing/Explosion,Explosives
2.0201E+11,20-10-20,India,Khajuriguda,Communist Party of India - Maoist (CPI-Maoist),1,2,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),"Melee,Melee"
2.0201E+11,19-10-20,India,Bandgaon,Communist Party of India - Maoist (CPI-Maoist),0,0,Business,South Asia,Facility/Infrastructure Attack,Incendiary
2.0201E+11,19-10-20,India,Pulwama,Lashkar-e-Taiba (LeT),0,1,Police,South Asia,Armed Assault,Firearms
2.0201E+11,19-10-20,India,Kanelwan,Unknown,1,0,Police,South Asia,Armed Assault,Firearms
2.0201E+11,18-10-20,India,Tral,Unknown,0,2,"Police,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives
2.0201E+11,16-10-20,India,Bhikhiwind,Khalistani extremists (suspected),1,0,Government (General),South Asia,Assassination,Firearms
2.0201E+11,16-10-20,India,Chadoora,Unknown,0,0,"Military,Police",South Asia,Armed Assault,Firearms
2.0201E+11,16-10-20,India,Bachra,Maoists,0,0,Transportation,South Asia,Facility/Infrastructure Attack,"Firearms,Incendiary"
2.0201E+11,15-10-20,India,Kakapora,The Resistance Front (TRF),1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.0201E+11,11-10-20,India,Jharbeda,Maoists,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.0201E+11,10-10-20,India,Mayengbam Leikai,National Socialist Council of Nagaland-Khaplang (NSCN-K),0,0,Business,South Asia,Bombing/Explosion,Explosives
2.0201E+11,10-10-20,India,Alubaka,Communist Party of India - Maoist (CPI-Maoist),1,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Melee
2.0201E+11,10-10-20,India,Dimapur,Unknown,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.0201E+11,09-10-20,India,Ghaziabad,Unknown,1,0,Violent Political Party,South Asia,Armed Assault,Firearms
2.0201E+11,09-10-20,India,Bubhanbhat,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.0201E+11,09-10-20,India,West Singhbhum district,Maoists,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.0201E+11,09-10-20,India,Telam,Maoists,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.0201E+11,09-10-20,India,Telam,Maoists,0,2,Private Citizens & Property,South Asia,"Hostage Taking (Kidnapping),Bombing/Explosion","Explosives,Firearms"
2.0201E+11,08-10-20,India,Haripur,Unknown,1,0,Violent Political Party,South Asia,Assassination,Firearms
2.0201E+11,08-10-20,India,Kongam,Maoists,0,1,Police,South Asia,Armed Assault,"Firearms,Other"
2.0201E+11,06-10-20,India,Surnar,Maoists,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.0201E+11,06-10-20,India,Nunar,"Hizbul Mujahideen (HM),The Resistance Front (TRF)",2,0,Violent Political Party,South Asia,Assassination,Firearms
2.0201E+11,05-10-20,India,Tral,Unknown,0,0,Police,South Asia,Armed Assault,Firearms
2.0201E+11,05-10-20,India,Pampore,Lashkar-e-Taiba (LeT),2,3,Police,South Asia,Armed Assault,Firearms
2.0201E+11,04-10-20,India,Tengmo,"National Socialist Council of Nagaland-Khaplang (NSCN-K),United Liberation Front of Assam (ULFA),People's Liberation Army (India)",1,1,Military,South Asia,Armed Assault,"Explosives,Firearms"
2.0201E+11,03-10-20,India,Verinag,Unknown,0,0,Violent Political Party,South Asia,Assassination,Firearms
2.02009E+11,01-10-20,India,Gangala,Maoists,1,0,Government (General),South Asia,Assassination,Melee
2.02009E+11,01-10-20,India,Bardela,Maoists,1,0,Violent Political Party,South Asia,Assassination,"Melee,Other"
2.02009E+11,29-09-20,India,Marhama,Unknown,0,0,Military,South Asia,Armed Assault,Firearms
2.02009E+11,28-09-20,India,Phagwara,Unknown,0,1,"Police,Private Citizens & Property",South Asia,Armed Assault,Firearms
2.02009E+11,28-09-20,India,Phagwara,Unknown,0,1,"Police,Private Citizens & Property",South Asia,Armed Assault,Firearms
2.02009E+11,28-09-20,India,Nildoora,Unknown,1,0,Government (General),South Asia,Armed Assault,Firearms
2.02009E+11,27-09-20,India,Bakar Katta,Maoists,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02009E+11,26-09-20,India,Kanker district,Maoists,0,1,Military,South Asia,Bombing/Explosion,Explosives
2.02009E+11,26-09-20,India,Yaripora,Unknown,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.02009E+11,25-09-20,India,Mansuria,Communist Party of India - Maoist (CPI-Maoist),0,0,Military,South Asia,Bombing/Explosion,Explosives
2.02009E+11,25-09-20,India,Arhama,Unknown,0,0,Police,South Asia,Armed Assault,Firearms
2.02009E+11,24-09-20,India,Srinagar,Unknown,1,0,Business,South Asia,Assassination,Firearms
2.02009E+11,24-09-20,India,Wadipora,"Jaish-e-Mohammad (JeM),Lashkar-e-Taiba (LeT)",1,0,Police,South Asia,Armed Assault,"Explosives,Firearms"
2.02009E+11,23-09-20,India,Kurcheli,Maoists,4,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Melee
2.02009E+11,23-09-20,India,Pulwama,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02009E+11,23-09-20,India,Dalwash,Lashkar-e-Taiba (LeT),1,0,Government (General),South Asia,Assassination,Firearms
2.02009E+11,22-09-20,India,Dimapur,National Socialist Council of Nagaland-Khaplang (NSCN-K) (suspected),1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02009E+11,22-09-20,India,Surankot,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02009E+11,21-09-20,India,Putakhel,Maoists,1,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),"Melee,Melee"
2.02009E+11,21-09-20,India,Arwani,Unknown,0,0,Police,South Asia,Armed Assault,"Explosives,Firearms"
2.02009E+11,21-09-20,India,Nowgam,Unknown,0,0,Police,South Asia,Armed Assault,Firearms
2.02009E+11,21-09-20,India,Chikka,Maoists,1,0,Police,South Asia,Armed Assault,Other
2.02009E+11,20-09-20,India,Thalassery,Unknown,0,0,Terrorists/Non-state Militia,South Asia,Bombing/Explosion,Explosives
2.02009E+11,19-09-20,India,Bhadrachalam,Communist Party of India - Maoist (CPI-Maoist),0,0,"Police,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives
2.02009E+11,18-09-20,India,Kunhimangalam,Unknown,0,0,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives
2.02009E+11,14-09-20,India,Sukma district,Communist Party of India - Maoist (CPI-Maoist),1,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),Unknown
2.02009E+11,14-09-20,India,Pattan,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02009E+11,13-09-20,India,Bijapur district,Communist Party of India - Maoist (CPI-Maoist),1,0,Police,South Asia,Hostage Taking (Kidnapping),"Melee,Melee"
2.02009E+11,11-09-20,India,Najibhat,Lashkar-e-Taiba (LeT),0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02009E+11,11-09-20,India,Kondronji,Maoists,1,0,Government (General),South Asia,Hostage Taking (Kidnapping),Melee
2.02009E+11,10-09-20,India,Chatloora,Unknown,0,0,"Transportation,Military",South Asia,Bombing/Explosion,Explosives
2.02009E+11,09-09-20,India,Anantnag,Unknown,0,2,Police,South Asia,Bombing/Explosion,Explosives
2.02009E+11,08-09-20,India,Malchapara,Unknown,0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.02009E+11,08-09-20,India,Sukma district,Maoists,1,0,"Transportation,Private Citizens & Property",South Asia,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack","Firearms,Sabotage Equipment"
2.02009E+11,08-09-20,India,Nowdal,Unknown,0,0,Police,South Asia,Bombing/Explosion,Explosives
2.02009E+11,07-09-20,India,Nutnussa,Unknown,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.02009E+11,03-09-20,India,Bastar district,Maoists,2,0,Private Citizens & Property,South Asia,Unarmed Assault,Melee
2.02009E+11,06-09-20,India,Cherla,Communist Party of India - Maoist (CPI-Maoist),0,0,"Food or Water Supply,Police",South Asia,Bombing/Explosion,Explosives
2.02009E+11,04-09-20,India,Pusnar,Maoists,2,8,"Private Citizens & Property,Private Citizens & Property",South Asia,Hostage Taking (Kidnapping),"Melee,Melee"
2.02009E+11,04-09-20,India,Metapal,Maoists,2,8,"Private Citizens & Property,Private Citizens & Property",South Asia,Hostage Taking (Kidnapping),"Melee,Melee"
2.02009E+11,03-09-20,India,West Singhbhum district,Communist Party of India - Maoist (CPI-Maoist) (suspected),0,0,Military,South Asia,Bombing/Explosion,Explosives
2.02008E+11,31-08-20,India,Bodli,Maoists (suspected),1,0,Police,South Asia,Unknown,Unknown
2.02008E+11,31-08-20,India,Baramulla,Lashkar-e-Taiba (LeT),0,6,Military,South Asia,Bombing/Explosion,Explosives
2.02008E+11,30-08-20,India,Kutru,Maoists,1,0,Police,South Asia,Hostage Taking (Kidnapping),Melee
2.02008E+11,31-08-20,India,Sopore,Unknown,0,0,Police,South Asia,Armed Assault,"Explosives,Firearms"
2.02008E+11,29-08-20,India,Pantha Chowk,Lashkar-e-Taiba (LeT),4,0,Police,South Asia,Armed Assault,Firearms
2.02008E+11,28-08-20,India,Harni Khajura,Maoists,2,1,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02008E+11,27-08-20,India,Pochapani,Communist Party of India - Maoist (CPI-Maoist) (suspected),0,1,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02008E+11,25-08-20,India,Raisindri Pahar,Maoists,0,0,"Police,Military",South Asia,Bombing/Explosion,Explosives
2.02008E+11,25-08-20,India,Meromjanga,Maoists,0,0,"Police,Military",South Asia,Bombing/Explosion,Explosives
2.02008E+11,25-08-20,India,Mawlyndep,Unknown,0,5,Police,South Asia,Armed Assault,Incendiary
2.02008E+11,23-08-20,India,Budhauli Bankar,Maoists,1,0,Religious Figures/Institutions,South Asia,Hostage Taking (Kidnapping),Unknown
2.02008E+11,23-08-20,India,Piparwar,People's Liberation Front of India,Unknown,Unknown,"Police,Transportation",South Asia,"Hostage Taking (Kidnapping),Bombing/Explosion","Explosives,Firearms"
2.02008E+11,23-08-20,India,Kutru,Maoists (suspected),1,0,Police,South Asia,Armed Assault,Melee
2.02008E+11,21-08-20,India,New Delhi,Hind Province of the Islamic State,0,0,Private Citizens & Property,South Asia,"Bombing/Explosion,Armed Assault","Explosives,Firearms"
2.02008E+11,19-08-20,India,Chikpal,Communist Party of India - Maoist (CPI-Maoist),0,31,Private Citizens & Property,South Asia,Unarmed Assault,Melee
2.02008E+11,19-08-20,India,Khanmoh,Al-Badr,1,0,Government (General),South Asia,Assassination,Unknown
2.02008E+11,17-08-20,India,Kanjalagou,Communist Party of India - Maoist (CPI-Maoist),0,0,Business,South Asia,Facility/Infrastructure Attack,Incendiary
2.02008E+11,17-08-20,India,Nihama,Unknown,0,1,Police,South Asia,Armed Assault,Firearms
2.02008E+11,17-08-20,India,Tindim,Lashkar-e-Taiba (LeT),3,0,"Police,Police",South Asia,Armed Assault,"Firearms,Firearms"
2.02008E+11,16-08-20,India,Tujan,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02008E+11,15-08-20,India,Kangan,Unknown,1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02008E+11,14-08-20,India,Penk,Maoists,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.02008E+11,14-08-20,India,Kothi,Maoists,1,1,Police,South Asia,Armed Assault,Firearms
2.02008E+11,14-08-20,India,Nowgam,"Jaish-e-Mohammad (JeM),Lashkar-e-Taiba (LeT)",2,1,Police,South Asia,Armed Assault,Firearms
2.02008E+11,12-08-20,India,Sopore,Unknown,0,1,Military,South Asia,Armed Assault,Firearms
2.02008E+11,10-08-20,India,Tral,Unknown,0,0,Government (General),South Asia,Bombing/Explosion,Explosives
2.02008E+11,09-08-20,India,Mohandpura,Unknown,1,0,Private Citizens & Property,South Asia,Armed Assault,Firearms
2.02008E+11,04-08-20,India,Akhran,Unknown,0,1,Government (General),South Asia,Assassination,Firearms
2.02008E+11,06-08-20,India,Kulgam,Unknown,1,0,Government (General),South Asia,Assassination,Firearms
2.02008E+11,05-08-20,India,Bonbazar,Unknown,0,0,Police,South Asia,Armed Assault,"Explosives,Firearms"
2.02008E+11,04-08-20,India,New Beisumpui,Unknown,1,0,Government (General),South Asia,Armed Assault,Firearms
2.02008E+11,04-08-20,India,Mananpur Basti,Maoists,0,0,"Government (General),Educational Institution,Private Citizens & Property",South Asia,Hostage Taking (Kidnapping),Firearms
2.02008E+11,04-08-20,India,Wanpora,Unknown,0,2,Police,South Asia,Armed Assault,"Explosives,Firearms"
2.02008E+11,04-08-20,India,Pattan,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02008E+11,03-08-20,India,Chintalaveedhi,Maoists,2,0,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives
2.02008E+11,02-08-20,India,Rambhama,Al-Badr,1,0,Terrorists/Non-state Militia,South Asia,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack","Incendiary,Unknown"
2.02007E+11,31-07-20,India,Goilkera,Communist Party of India - Maoist (CPI-Maoist),0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02007E+11,30-07-20,India,Bonagam Mohalla,Unknown,0,1,Military,South Asia,Armed Assault,"Explosives,Firearms"
2.02007E+11,29-07-20,India,Khongtal,"Manipur Naga People's Army (MNPA),Coordination Committee (CORCOM),United Liberation Front of Assam (ULFA)",3,5,"Military,Military",South Asia,"Bombing/Explosion,Armed Assault","Explosives,Firearms"
2.02007E+11,28-07-20,India,Karmarha,Unknown,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02007E+11,27-07-20,India,Chhotedongar,Communist Party of India - Maoist (CPI-Maoist),1,0,Police,South Asia,Armed Assault,Firearms
2.02007E+11,27-07-20,India,Regadi,Maoists,0,0,Unknown,South Asia,Bombing/Explosion,Explosives
2.02007E+11,26-07-20,India,Shopian,Unknown,0,0,"Police,Police",South Asia,Armed Assault,Firearms
2.02007E+11,26-07-20,India,Sarkeguda,Maoists,0,0,Military,South Asia,Bombing/Explosion,Explosives
2.02007E+11,24-07-20,India,Paidigudem,Communist Party of India - Maoist (CPI-Maoist) (suspected),0,0,Private Citizens & Property,South Asia,Facility/Infrastructure Attack,Incendiary
2.02007E+11,23-07-20,India,Sirla,Maoists,2,0,Police,South Asia,Armed Assault,"Firearms,Firearms"
2.02007E+11,22-07-20,India,Dantewada,Communist Party of India - Maoist (CPI-Maoist),2,15,Private Citizens & Property,South Asia,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack","Melee,Melee,Sabotage Equipment"
2.02007E+11,22-07-20,India,Farrah,Unknown,1,0,Police,South Asia,Armed Assault,Firearms
2.02007E+11,21-07-20,India,Kothagudem,Communist Party of India - Maoist (CPI-Maoist),0,0,Business,South Asia,Facility/Infrastructure Attack,Incendiary
2.02007E+11,21-07-20,India,Kalal,Unknown,0,2,Military,South Asia,Bombing/Explosion,Explosives
2.02007E+11,19-07-20,India,Parcheli,Maoists,0,25,Private Citizens & Property,South Asia,Unknown,Unknown
2.02007E+11,18-07-20,India,Unknown,Unknown,1,0,Military,South Asia,Bombing/Explosion,Explosives
2.02007E+11,15-07-20,India,Marazigund,Lashkar-e-Taiba (LeT),0,0,Violent Political Party,South Asia,Hostage Taking (Kidnapping),Unknown
2.02007E+11,14-07-20,India,Mutheli,Maoists,1,0,Private Citizens & Property,South Asia,Hostage Taking (Kidnapping),"Firearms,Melee"
2.02007E+11,13-07-20,India,Barkela,Communist Party of India - Maoist (CPI-Maoist),0,0,Military,South Asia,Bombing/Explosion,Explosives
